Entity,Code,Year,Population - Sex: all - Age: all - Variant: medium,Population - Sex: all - Age: all - Variant: medium
Central African Republic,CAF,2096,18582690,18451739
Central African Republic,CAF,2097,18641636,18538428
Central African Republic,CAF,2098,18696432,18622115
Central African Republic,CAF,2099,18747116,18703144
Central African Republic,CAF,2100,18793632,18779150
Chad,TCD,2022,17723312,
Chad,TCD,2023,18278574,
Chad,TCD,2024,18847158,20299130
Chad,TCD,2025,19425962,21003702
Chad,TCD,2026,20013210,21560386
Chad,TCD,2027,20610500,22175381
Chad,TCD,2028,21217720,22847750
Chad,TCD,2029,21833640,23526044
Chad,TCD,2030,22460398,24207490
Chad,TCD,2031,23097492,24897240
Chad,TCD,2032,23742564,25596234
Chad,TCD,2033,24395658,26297840
Chad,TCD,2034,25057650,26997405
Chad,TCD,2035,25729898,27697278
Chad,TCD,2036,26409304,28410501
Chad,TCD,2037,27095488,29132973
Chad,TCD,2038,27791212,29856462
Chad,TCD,2039,28494392,30584708
Chad,TCD,2040,29202534,31307341
Chad,TCD,2041,29916894,32035124
Chad,TCD,2042,30634774,32777674
Chad,TCD,2043,31353520,33525251
Chad,TCD,2044,32075510,34272327
Chad,TCD,2045,32800560,35026397
Chad,TCD,2046,33528228,35788071
Chad,TCD,2047,34258644,36546923
Chad,TCD,2048,34991780,37317474
Chad,TCD,2049,35722810,38088931
Chad,TCD,2050,36452040,38857687
Chad,TCD,2051,37183464,39636030
Chad,TCD,2052,37917320,40417239
Chad,TCD,2053,38652664,41198789
Chad,TCD,2054,39388690,41975495
Chad,TCD,2055,40122176,42754653
Chad,TCD,2056,40851948,43535493
Chad,TCD,2057,41579332,44307100
Chad,TCD,2058,42300936,45076267
Chad,TCD,2059,43017004,45852723
Chad,TCD,2060,43728716,46632971
Chad,TCD,2061,44440720,47394754
Chad,TCD,2062,45149124,48138590
Chad,TCD,2063,45848610,48877553
Chad,TCD,2064,46543424,49618994
Chad,TCD,2065,47234990,50353309
Chad,TCD,2066,47923732,51077561
Chad,TCD,2067,48608680,51782714
Chad,TCD,2068,49286172,52470761
Chad,TCD,2069,49955972,53159584
Chad,TCD,2070,50619100,53842135
Chad,TCD,2071,51271876,54524659
Chad,TCD,2072,51915610,55209886
Chad,TCD,2073,52548504,55884822
Chad,TCD,2074,53172132,56539265
Chad,TCD,2075,53791050,57185790
Chad,TCD,2076,54398920,57827025
Chad,TCD,2077,54993730,58458812
Chad,TCD,2078,55578510,59090656
Chad,TCD,2079,56150756,59717800
Chad,TCD,2080,56711616,60327435
Chad,TCD,2081,57265036,60926277
Chad,TCD,2082,57806996,61499867
Chad,TCD,2083,58333896,62056321
Chad,TCD,2084,58849510,62614531
Chad,TCD,2085,59351060,63162284
Chad,TCD,2086,59838668,63691685
Chad,TCD,2087,60317404,64204339
Chad,TCD,2088,60781016,64696815
Chad,TCD,2089,61223532,65177201
Chad,TCD,2090,61650800,65661963
Chad,TCD,2091,62066436,66127376
Chad,TCD,2092,62464944,66573218
Chad,TCD,2093,62849136,67005884
Chad,TCD,2094,63221236,67409189
Chad,TCD,2095,63579348,67793404
Chad,TCD,2096,63923220,68175869
Chad,TCD,2097,64252468,68557149
Chad,TCD,2098,64567064,68907300
Chad,TCD,2099,64866180,69227472
Chad,TCD,2100,65152510,69546606
Chile,CHL,2022,19603736,
Chile,CHL,2023,19629588,
Chile,CHL,2024,19658840,19764772
Chile,CHL,2025,19690312,19859918
Chile,CHL,2026,19726828,19945848
Chile,CHL,2027,19768916,20026151
Chile,CHL,2028,19815708,20100933
Chile,CHL,2029,19869594,20169620
Chile,CHL,2030,19933768,20233186
Chile,CHL,2031,20007762,20290982
Chile,CHL,2032,20088390,20341800
Chile,CHL,2033,20169164,20385072
Chile,CHL,2034,20245116,20422549
Chile,CHL,2035,20315156,20455939
Chile,CHL,2036,20379048,20485083
Chile,CHL,2037,20436428,20507952
Chile,CHL,2038,20487618,20524485
Chile,CHL,2039,20532528,20535709
Chile,CHL,2040,20571212,20542098
Chile,CHL,2041,20603928,20543285
Chile,CHL,2042,20630728,20539912
Chile,CHL,2043,20652668,20532924
Chile,CHL,2044,20669718,20519677
Chile,CHL,2045,20681494,20499142
Chile,CHL,2046,20688630,20473285
Chile,CHL,2047,20691598,20443723
Chile,CHL,2048,20690520,20408327
Chile,CHL,2049,20685216,20366435
Chile,CHL,2050,20675380,20320303
Chile,CHL,2051,20660896,20269202
Chile,CHL,2052,20642028,20211419
Chile,CHL,2053,20619244,20146391
Chile,CHL,2054,20592016,20075219
Chile,CHL,2055,20560338,19998265
Chile,CHL,2056,20524780,19915517
Chile,CHL,2057,20485544,19827627
Chile,CHL,2058,20442574,19735663
Chile,CHL,2059,20395668,19638747
Chile,CHL,2060,20345096,19536583
Chile,CHL,2061,20291122,19430026
Chile,CHL,2062,20233816,19318419
Chile,CHL,2063,20173226,19201089
Chile,CHL,2064,20109252,19077779
Chile,CHL,2065,20042166,18951113
Chile,CHL,2066,19972144,18820958
Chile,CHL,2067,19899270,18687539
Chile,CHL,2068,19823674,18552327
Chile,CHL,2069,19745392,18415487
Chile,CHL,2070,19664696,18276825
Chile,CHL,2071,19582014,18135282
Chile,CHL,2072,19497550,17992062
Chile,CHL,2073,19410904,17847728
Chile,CHL,2074,19321816,17700422
Chile,CHL,2075,19230756,17549401
Chile,CHL,2076,19138004,17395725
Chile,CHL,2077,19043404,17239830
Chile,CHL,2078,18947292,17081476
Chile,CHL,2079,18849792,16921163
Chile,CHL,2080,18750842,16758881
Chile,CHL,2081,18650690,16594892
Chile,CHL,2082,18549464,16430966
Chile,CHL,2083,18447494,16265893
Chile,CHL,2084,18345364,16098429
Chile,CHL,2085,18243040,15928821
Chile,CHL,2086,18140312,15757590
Chile,CHL,2087,18037692,15585571
Chile,CHL,2088,17935560,15412000
Chile,CHL,2089,17833708,15237936
Chile,CHL,2090,17732438,15064885
Chile,CHL,2091,17632388,14893265
Chile,CHL,2092,17533724,14723842
Chile,CHL,2093,17436412,14555966
Chile,CHL,2094,17340832,14389261
Chile,CHL,2095,17246668,14224290
Chile,CHL,2096,17153638,14061321
Chile,CHL,2097,17062396,13901091
Chile,CHL,2098,16972958,13742672
Chile,CHL,2099,16885032,13585677
Chile,CHL,2100,16798532,13430616
China,CHN,2022,1425887400,
China,CHN,2023,1425671300,
China,CHN,2024,1425178800,1419321279
China,CHN,2025,1424382000,1416096097
China,CHN,2026,1423255200,1412914092
China,CHN,2027,1421809000,1409679404
China,CHN,2028,1420045600,1406136753
China,CHN,2029,1417974700,1402282744
China,CHN,2030,1415605900,1398153835
China,CHN,2031,1412946000,1393748663
China,CHN,2032,1410012900,1389060041
China,CHN,2033,1406810400,1384096511
China,CHN,2034,1403314800,1378876937
China,CHN,2035,1399547500,1373427533
China,CHN,2036,1395546800,1367742781
China,CHN,2037,1391338400,1361830051
China,CHN,2038,1386952100,1355722713
China,CHN,2039,1382367100,1349394714
China,CHN,2040,1377557000,1342816665
China,CHN,2041,1372522400,1335990228
China,CHN,2042,1367267100,1328909234
China,CHN,2043,1361737200,1321590802
China,CHN,2044,1355912800,1314015991
China,CHN,2045,1349756900,1306113784
China,CHN,2046,1343210200,1297817585
China,CHN,2047,1336262900,1289120435
China,CHN,2048,1328873600,1279992588
China,CHN,2049,1321004200,1270381152
China,CHN,2050,1312636300,1260289087
China,CHN,2051,1303756500,1249692540
China,CHN,2052,1294381000,1238557132
China,CHN,2053,1284539900,1226929861
China,CHN,2054,1274244700,1214853343
China,CHN,2055,1263512600,1202342478
China,CHN,2056,1252372000,1189440662
China,CHN,2057,1240880000,1176217947
China,CHN,2058,1229126100,1162722706
China,CHN,2059,1217157900,1149002163
China,CHN,2060,1205020700,1135127187
China,CHN,2061,1192805200,1121174710
China,CHN,2062,1180553300,1107207130
China,CHN,2063,1168316300,1093276699
China,CHN,2064,1156145700,1079407880
China,CHN,2065,1144051000,1065632519
China,CHN,2066,1132053400,1051989137
China,CHN,2067,1120182100,1038472812
China,CHN,2068,1108424600,1025103455
China,CHN,2069,1096787100,1011878188
China,CHN,2070,1085287700,998784321
China,CHN,2071,1073902300,985806549
China,CHN,2072,1062612860,972905681
China,CHN,2073,1051380900,960055383
China,CHN,2074,1040194800,947249412
China,CHN,2075,1029035600,934466658
China,CHN,2076,1017860500,921677626
China,CHN,2077,1006663200,908874532
China,CHN,2078,995438000,896043789
China,CHN,2079,984185400,883166964
China,CHN,2080,972906900,870252335
China,CHN,2081,961613000,857328717
China,CHN,2082,950338400,844439196
China,CHN,2083,939100100,831604663
China,CHN,2084,927912400,818815360
China,CHN,2085,916808800,806115054
China,CHN,2086,905821000,793559253
China,CHN,2087,894960260,781153713
China,CHN,2088,884243900,768899127
China,CHN,2089,873694700,756809107
China,CHN,2090,863319550,744902838
China,CHN,2091,853111740,733179446
China,CHN,2092,843067000,721612752
China,CHN,2093,833162200,710185968
China,CHN,2094,823381000,698893770
China,CHN,2095,813718700,687724076
China,CHN,2096,804153600,676660872
China,CHN,2097,794673500,665695505
China,CHN,2098,785270340,654825388
China,CHN,2099,775944450,644049390
China,CHN,2100,766673300,633368108
Colombia,COL,2022,51874028,
Colombia,COL,2023,52085170,
Colombia,COL,2024,52340772,52886360
Colombia,COL,2025,52610730,53425628
Colombia,COL,2026,52902744,53936231
Colombia,COL,2027,53213060,54422270
Colombia,COL,2028,53527052,54885119
Colombia,COL,2029,53833604,55322624
Colombia,COL,2030,54129764,55736472
Colombia,COL,2031,54413736,56125963
Colombia,COL,2032,54684076,56490493
Colombia,COL,2033,54939188,56832261
Colombia,COL,2034,55178636,57151616
Colombia,COL,2035,55403604,57445752
Colombia,COL,2036,55614412,57716865
Colombia,COL,2037,55809104,57965297
Colombia,COL,2038,55987730,58190078
Colombia,COL,2039,56150510,58394307
Colombia,COL,2040,56298076,58576449
Colombia,COL,2041,56431280,58736882
Colombia,COL,2042,56549348,58878123
Colombia,COL,2043,56651610,59000359
Colombia,COL,2044,56738468,59104588
Colombia,COL,2045,56812316,59190823
Colombia,COL,2046,56873464,59259755
Colombia,COL,2047,56921556,59313127
Colombia,COL,2048,56956824,59351258
Colombia,COL,2049,56978268,59375009
Colombia,COL,2050,56987652,59385351
Colombia,COL,2051,56985336,59382963
Colombia,COL,2052,56969824,59368287
Colombia,COL,2053,56942788,59341505
Colombia,COL,2054,56905340,59302996
Colombia,COL,2055,56856756,59252861
Colombia,COL,2056,56798708,59191339
Colombia,COL,2057,56731156,59118666
Colombia,COL,2058,56651910,59034729
Colombia,COL,2059,56561544,58939679
Colombia,COL,2060,56460244,58833434
Colombia,COL,2061,56347664,58715998
Colombia,COL,2062,56224760,58587058
Colombia,COL,2063,56090220,58446676
Colombia,COL,2064,55944536,58294747
Colombia,COL,2065,55787904,58131054
Colombia,COL,2066,55619240,57955172
Colombia,COL,2067,55439456,57766691
Colombia,COL,2068,55248776,57565955
Colombia,COL,2069,55047230,57353303
Colombia,COL,2070,54834944,57128475
Colombia,COL,2071,54612290,56891284
Colombia,COL,2072,54378664,56642334
Colombia,COL,2073,54133576,56382063
Colombia,COL,2074,53877990,56110523
Colombia,COL,2075,53612932,55827985
Colombia,COL,2076,53338424,55535062
Colombia,COL,2077,53055380,55231934
Colombia,COL,2078,52765096,54918954
Colombia,COL,2079,52467144,54597428
Colombia,COL,2080,52161956,54267956
Colombia,COL,2081,51851376,53930889
Colombia,COL,2082,51537530,53586880
Colombia,COL,2083,51220510,53236619
Colombia,COL,2084,50900036,52881135
Colombia,COL,2085,50577036,52520932
Colombia,COL,2086,50251276,52156799
Colombia,COL,2087,49924536,51789200
Colombia,COL,2088,49598656,51418571
Colombia,COL,2089,49273150,51046497
Colombia,COL,2090,48947600,50674505
Colombia,COL,2091,48623896,50303179
Colombia,COL,2092,48302864,49933004
Colombia,COL,2093,47983896,49564336
Colombia,COL,2094,47667668,49197687
Colombia,COL,2095,47354532,48834470
Colombia,COL,2096,47044436,48475980
Colombia,COL,2097,46737600,48121488
Colombia,COL,2098,46434516,47770267
Colombia,COL,2099,46134340,47423144
Colombia,COL,2100,45837092,47080759
Comoros,COM,2022,836783,
Comoros,COM,2023,852080,
Comoros,COM,2024,867611,866633
Comoros,COM,2025,883083,882851
Comoros,COM,2026,898481,899014
Comoros,COM,2027,913818,915183
Comoros,COM,2028,929083,931437
Comoros,COM,2029,944285,947810
Comoros,COM,2030,959415,964273
Comoros,COM,2031,974462,980775
Comoros,COM,2032,989466,997347
Comoros,COM,2033,1004461,1014072
Comoros,COM,2034,1019419,1030872
Comoros,COM,2035,1034328,1047768
Comoros,COM,2036,1049121,1064855
Comoros,COM,2037,1063784,1082007
Comoros,COM,2038,1078379,1099155
Comoros,COM,2039,1092924,1116426
Comoros,COM,2040,1107421,1133784
Comoros,COM,2041,1121847,1151153
Comoros,COM,2042,1136175,1168513
Comoros,COM,2043,1150377,1185962
Comoros,COM,2044,1164511,1203544
Comoros,COM,2045,1178546,1221075
Comoros,COM,2046,1192457,1238463
Comoros,COM,2047,1206215,1255720
Comoros,COM,2048,1219791,1273044
Comoros,COM,2049,1233112,1290373
Comoros,COM,2050,1246210,1307562
Comoros,COM,2051,1259128,1324691
Comoros,COM,2052,1271897,1341722
Comoros,COM,2053,1284484,1358537
Comoros,COM,2054,1296834,1375097
Comoros,COM,2055,1308948,1391505
Comoros,COM,2056,1320862,1407733
Comoros,COM,2057,1332490,1423740
Comoros,COM,2058,1343822,1439574
Comoros,COM,2059,1354847,1455275
Comoros,COM,2060,1365524,1470865
Comoros,COM,2061,1375928,1486306
Comoros,COM,2062,1386078,1501452
Comoros,COM,2063,1395914,1516383
Comoros,COM,2064,1405443,1531208
Comoros,COM,2065,1414631,1545867
Comoros,COM,2066,1423517,1560379
Comoros,COM,2067,1432149,1574799
Comoros,COM,2068,1440526,1589019
Comoros,COM,2069,1448615,1602962
Comoros,COM,2070,1456404,1616594
Comoros,COM,2071,1463928,1630129
Comoros,COM,2072,1471217,1643549
Comoros,COM,2073,1478334,1656715
Comoros,COM,2074,1485210,1669677
Comoros,COM,2075,1491713,1682482
Comoros,COM,2076,1497960,1695142
Comoros,COM,2077,1504079,1707466
Comoros,COM,2078,1509946,1719492
Comoros,COM,2079,1515548,1731171
Comoros,COM,2080,1520922,1742536
Comoros,COM,2081,1526043,1753687
Comoros,COM,2082,1530882,1764611
Comoros,COM,2083,1535440,1775406
Comoros,COM,2084,1539681,1785887
Comoros,COM,2085,1543636,1795940
Comoros,COM,2086,1547363,1805707
Comoros,COM,2087,1550848,1815164
Comoros,COM,2088,1554105,1824312
Comoros,COM,2089,1557054,1833232
Comoros,COM,2090,1559680,1841869
Comoros,COM,2091,1562058,1850201
Comoros,COM,2092,1564162,1858157
Comoros,COM,2093,1565964,1865734
Comoros,COM,2094,1567472,1873051
Comoros,COM,2095,1568653,1880189
Comoros,COM,2096,1569524,1886980
Comoros,COM,2097,1570117,1893462
Comoros,COM,2098,1570408,1899651
Comoros,COM,2099,1570406,1905485
Comoros,COM,2100,1570171,1911042
Congo,COG,2022,5970430,
Congo,COG,2023,6106869,
Congo,COG,2024,6244552,6332969
Congo,COG,2025,6383742,6484437
Congo,COG,2026,6525030,6637786
Congo,COG,2027,6668570,6794298
Congo,COG,2028,6814652,6953975
Congo,COG,2029,6963564,7116466
Congo,COG,2030,7114990,7282271
Congo,COG,2031,7268409,7452416
Congo,COG,2032,7423727,7626484
Congo,COG,2033,7580977,7803000
Congo,COG,2034,7740046,7981348
Congo,COG,2035,7900725,8160735
Congo,COG,2036,8062407,8341715
Congo,COG,2037,8225007,8524811
Congo,COG,2038,8388798,8709732
Congo,COG,2039,8553627,8896176
Congo,COG,2040,8719510,9083971
Congo,COG,2041,8886025,9274667
Congo,COG,2042,9052455,9466758
Congo,COG,2043,9218720,9658848
Congo,COG,2044,9384940,9850506
Congo,COG,2045,9551482,10041906
Congo,COG,2046,9718083,10234375
Congo,COG,2047,9884349,10427913
Congo,COG,2048,10049923,10621394
Congo,COG,2049,10214666,10813654
Congo,COG,2050,10378912,11006469
Congo,COG,2051,10542608,11200451
Congo,COG,2052,10706130,11394549
Congo,COG,2053,10869388,11588708
Congo,COG,2054,11032117,11783771
Congo,COG,2055,11194871,11977758
Congo,COG,2056,11357450,12170778
Congo,COG,2057,11519402,12364405
Congo,COG,2058,11680900,12558479
Congo,COG,2059,11841925,12754019
Congo,COG,2060,12002443,12950785
Congo,COG,2061,12162535,13148498
Congo,COG,2062,12322045,13348741
Congo,COG,2063,12480763,13549290
Congo,COG,2064,12638515,13747445
Congo,COG,2065,12795192,13945150
Congo,COG,2066,12951557,14143858
Congo,COG,2067,13107993,14340889
Congo,COG,2068,13263472,14536299
Congo,COG,2069,13418020,14733637
Congo,COG,2070,13571700,14929962
Congo,COG,2071,13724181,15124136
Congo,COG,2072,13875321,15317705
Congo,COG,2073,14024668,15510185
Congo,COG,2074,14171588,15700217
Congo,COG,2075,14316588,15888661
Congo,COG,2076,14459763,16074474
Congo,COG,2077,14600685,16257211
Congo,COG,2078,14739473,16440550
Congo,COG,2079,14875694,16622255
Congo,COG,2080,15008735,16802274
Congo,COG,2081,15139128,16980265
Congo,COG,2082,15267269,17158122
Congo,COG,2083,15392759,17336309
Congo,COG,2084,15516256,17511545
Congo,COG,2085,15637803,17683686
Congo,COG,2086,15756683,17854604
Congo,COG,2087,15872729,18025470
Congo,COG,2088,15986359,18195511
Congo,COG,2089,16097617,18362314
Congo,COG,2090,16206093,18525576
Congo,COG,2091,16312579,18687357
Congo,COG,2092,16417473,18847001
Congo,COG,2093,16520345,19003267
Congo,COG,2094,16621296,19155563
Congo,COG,2095,16720057,19305621
Congo,COG,2096,16817074,19454160
Congo,COG,2097,16912132,19600620
Congo,COG,2098,17004668,19745458
Congo,COG,2099,17094454,19887449
Congo,COG,2100,17181632,20025639
Cook Islands,COK,2022,17032,
Cook Islands,COK,2023,17069,
Cook Islands,COK,2024,17093,13749
Cook Islands,COK,2025,17123,13279
Cook Islands,COK,2026,17157,12851
Cook Islands,COK,2027,17196,12461
Cook Islands,COK,2028,17227,12112
Cook Islands,COK,2029,17252,11796
Cook Islands,COK,2030,17273,11519
Cook Islands,COK,2031,17310,11281
Cook Islands,COK,2032,17338,11079
Cook Islands,COK,2033,17369,10893
Cook Islands,COK,2034,17397,10727
Cook Islands,COK,2035,17418,10563
Cook Islands,COK,2036,17441,10409
Cook Islands,COK,2037,17460,10283
Cook Islands,COK,2038,17488,10168
Cook Islands,COK,2039,17510,10070
Cook Islands,COK,2040,17534,9969
Cook Islands,COK,2041,17553,9880
Cook Islands,COK,2042,17571,9819
Cook Islands,COK,2043,17588,9766
Cook Islands,COK,2044,17607,9709
Cook Islands,COK,2045,17630,9646
Cook Islands,COK,2046,17641,9584
Cook Islands,COK,2047,17662,9535
Cook Islands,COK,2048,17676,9475
Cook Islands,COK,2049,17685,9423
Cook Islands,COK,2050,17698,9359
Cook Islands,COK,2051,17697,9298
Cook Islands,COK,2052,17704,9233
Cook Islands,COK,2053,17713,9162
Cook Islands,COK,2054,17714,9090
Cook Islands,COK,2055,17713,9013
Cook Islands,COK,2056,17719,8942
Cook Islands,COK,2057,17723,8874
Cook Islands,COK,2058,17724,8806
Cook Islands,COK,2059,17722,8732
Cook Islands,COK,2060,17719,8668
Cook Islands,COK,2061,17724,8597
Cook Islands,COK,2062,17716,8530
Cook Islands,COK,2063,17719,8473
Cook Islands,COK,2064,17719,8426
Cook Islands,COK,2065,17725,8374
Cook Islands,COK,2066,17719,8332
Cook Islands,COK,2067,17722,8294
Cook Islands,COK,2068,17726,8265
Cook Islands,COK,2069,17720,8239
Cook Islands,COK,2070,17715,8213
Cook Islands,COK,2071,17715,8195
Cook Islands,COK,2072,17716,8186
Cook Islands,COK,2073,17702,8177
Cook Islands,COK,2074,17697,8182
Cook Islands,COK,2075,17690,8173
Cook Islands,COK,2076,17677,8175
Cook Islands,COK,2077,17665,8173
Cook Islands,COK,2078,17656,8178
Cook Islands,COK,2079,17644,8181
Cook Islands,COK,2080,17628,8177
Cook Islands,COK,2081,17617,8182
Cook Islands,COK,2082,17591,8188
Cook Islands,COK,2083,17569,8193
Cook Islands,COK,2084,17540,8192
Cook Islands,COK,2085,17511,8190
Cook Islands,COK,2086,17487,8190
Cook Islands,COK,2087,17456,8188
Cook Islands,COK,2088,17417,8181
Cook Islands,COK,2089,17371,8173
Cook Islands,COK,2090,17325,8165
Cook Islands,COK,2091,17285,8147
Cook Islands,COK,2092,17244,8127
Cook Islands,COK,2093,17199,8109
Cook Islands,COK,2094,17148,8091
Cook Islands,COK,2095,17093,8061
Cook Islands,COK,2096,17036,8042
Cook Islands,COK,2097,16977,8017
Cook Islands,COK,2098,16917,7994
Cook Islands,COK,2099,16850,7957
Cook Islands,COK,2100,16784,7922
Costa Rica,CRI,2022,5180836,
Costa Rica,CRI,2023,5212178,
Costa Rica,CRI,2024,5246715,5129910
Costa Rica,CRI,2025,5280200,5152948
Costa Rica,CRI,2026,5312697,5174783
Costa Rica,CRI,2027,5344146,5195558
Costa Rica,CRI,2028,5374596,5215248
Costa Rica,CRI,2029,5404010,5233878
Costa Rica,CRI,2030,5432246,5251498
Costa Rica,CRI,2031,5459306,5268140
Costa Rica,CRI,2032,5485097,5283809
Costa Rica,CRI,2033,5509613,5298515
Costa Rica,CRI,2034,5532925,5312164
Costa Rica,CRI,2035,5554928,5324701
Costa Rica,CRI,2036,5575486,5336135
Costa Rica,CRI,2037,5594609,5346411
Costa Rica,CRI,2038,5612268,5355521
Costa Rica,CRI,2039,5628340,5363366
Costa Rica,CRI,2040,5642849,5369808
Costa Rica,CRI,2041,5655697,5374937
Costa Rica,CRI,2042,5666921,5378672
Costa Rica,CRI,2043,5676706,5380916
Costa Rica,CRI,2044,5684962,5381722
Costa Rica,CRI,2045,5691659,5381016
Costa Rica,CRI,2046,5696866,5378759
Costa Rica,CRI,2047,5700561,5374947
Costa Rica,CRI,2048,5702696,5369580
Costa Rica,CRI,2049,5703330,5362653
Costa Rica,CRI,2050,5702525,5354149
Costa Rica,CRI,2051,5700311,5344063
Costa Rica,CRI,2052,5696701,5332366
Costa Rica,CRI,2053,5691830,5319062
Costa Rica,CRI,2054,5685689,5304302
Costa Rica,CRI,2055,5678355,5288192
Costa Rica,CRI,2056,5669887,5270742
Costa Rica,CRI,2057,5660388,5252041
